name,slug,description,assets,facets,optionGroups,optionValues,sku,price,taxCategory,stockOnHand,trackInventory,variantAssets,variantFacets
,,,,,,100ml Eau de toilette (Tester),31655509426,2195000,standard,100,,,
,,,,,,4ml Eau de toilette (Mini),031655509457,395000,standard,100,,,
Nước hoa Daisy Eau So Fresh,nuoc-hoa-daisy-eau-so-fresh,"Hương đầu: Quả bưởi, Hương lục, Quả mâm xôi, Quả lê.<br/>
Hương giữa: Hoa nhài, Hoa hồng, Hoa tím, Quả vải, Hoa táo.<br/>
Hương cuối: Xạ hương, Gỗ tuyết tùng Virginia, Quả mận. 
<p>Ra đời vào năm 2011, <strong>Daisy Eau So Fresh</strong> của thương hiệu nước hoa nổi tiếng <strong>Marc Jacobs</strong> là dòng sản phẩm được thiết kế dành riêng cho phái đẹp với hương hoa cỏ và trái cây đặc trưng. Tiếp nối với phong cách trẻ trung với bộ sưu tập đầy sắc màu sắc của <strong>Marc Jacobs</strong>, <strong>Daisy Eau So Fresh</strong> vẫn giữ được cái hồn của sự tinh nghịch, tươi vui của nhà thiết kế nhưng có phần nhẹ nhàng, đằm thắm hơn.</p>
<p style=""text-align: center;""><img class=""img-thumbnail img-price"" src=""/uploads/default%2F2017%2F08%2F15015839170.jpg"" alt=""""/></p>
<p>Ngay từ những phút đầu tiên, hương thơm của dòng sản phẩm này có một sức quyến rũ kỳ lạ pha lẫn với một chút màu sắc của sự trẻ trung, sống động, vui tươi, các lớp hương đầu của <strong>Daisy Eau So Fresh</strong> nhẹ nhàng hơn <strong>Daisy</strong>, nhưng lớp hương này sẽ ngọt hơn và kéo dài hơn với hương thơm từ bưởi chùm, lê, quả mâm xôi và một chút hương cây cỏ. Tại lớp hương giữa, tuy hương hoa cỏ có phần nhẹ hơn bản <strong>Daisy</strong> nguyên mẫu, chúng vẫn thực hiện tốt nhiệm vụ của chúng gợi lên hương vị của nắng, cỏ, và hương hoa ngẫu nhiên từ hoa hồng, hoa nhài, violet, táo và hoa vải. Tất cả lớp hương trên sẽ được lưu giữ và tang cường bởi hương gỗ và xạ hương tươi mát tại lớp hương cuối.</p>
<p style=""text-align: center;""><img class=""img-thumbnail img-price"" src=""/uploads/default%2F2017%2F08%2F15015839210.jpg"" alt=""""/></p>
<p style=""text-align: center;""><img class=""img-thumbnail img-price"" src=""/uploads/default%2F2017%2F08%2F15016634750.jpg"" alt=""""/></p>
<p>Với sự pha trộn của màu hồng, vàng và trắng, nhà thiết kế Wilhem Linden đã nhào nặn ra <strong>Daisy Eau So Fresh</strong> trong thiết kế chai thủy tinh với nắp màu vàng được điểm xuyến bởi sáu bông hoa cúc từ ba sắc màu trên. Sản phẩm này sẽ là một sự lựa chọn tuyệt cho các bạn nữ ưa chuộng sự trẻ trung, tươi mát và sẽ tuyệt hơn khi kết hợp chúng trong tiết trời mát mẻ, đầy sức sống của mùa xuân hoặc hè.</p>
<p><img class=""img-thumbnail img-price"" src=""/uploads/default%2F2017%2F08%2F15016642220.jpg"" alt=""""/></p> ",https://www.thegioinuochoa.com.vn/image/get?file=item_product%2Fthumb1500x500%2F202305%2F230503_194909_745148.png,Sản phẩm:Nước hoa|Nhãn hiệu:Marc Jacobs|Giới tính:Nữ|Xuất xứ:Mỹ|Phát hành:2011|Nồng độ:Eau De Toilette|Nhóm hương:Hương Hoa Cỏ Trái Cây|Nhóm hương:Floral Fruity|Phong cách:Trẻ Trung|Phong cách:Dịu Dàng|Phong cách:Nữ Tính,size,125ml Eau de toilette,3607342221208,3350000,standard,100,,,
,,,,,,75ml Eau de toilette,3607342221161,2920000,standard,100,,,
,,,,,,125ml Eau de toilette (Tester),3607342221482,2195000,standard,100,,,
Nước hoa D&G Light blue,nuoc-hoa-dandg-light-blue,"Hương đầu: Quả táo xanh, Gỗ tuyết tùng, Hoa chuông, Quả chanh vàng Sicili.<br/>
Hương giữa: Hoa hồng trắng, Tre, Hoa nhài.<br/>
Hương cuối: Hổ phách, Xạ hương, Gỗ tuyết tùng. 
<p>Chuyên gia <strong>Olivier Cresp</strong> đã cho ra mắt một loại nước hoa với tên gọi <strong>Dolce &amp; Gabbana Light Blue</strong> vào năm <strong>2001</strong> và ngay lập tức, sản phẩm này đã trở nên rất thành công và là một trong những loại nước hoa phổ biến nhất thế giới. Mùi hương nhẹ nhàng của hoa cỏ kết hợp với vị cam chanh của <strong>D&amp;G Light Blue </strong>sẽ mang bạn đến vùng đất Địa Trung Hải đầy xinh đẹp và cuốn hút. Sự kết hợp của các nốt hương táo Granny Smith, cây tuyết tùng vùng Sicili, hoa lan chuông, hoa lài, hoa hồng trắng, tre, gỗ tuyết tùng, hổ phách và xạ hương đem lại một cảm giác tươi mới, riêng biệt, nhưng không kém phần độc đáo, là mùi hương mà tất cả phụ nữ đều ao ước.</p>
<p><img class=""img-thumbnail img-price"" style=""display: block; margin-left: auto; margin-right: auto;"" src=""/uploads/default%2F2017%2F07%2F15006318161.jpg"" alt=""""/></p>
<p><strong>D&amp;G Light Blue </strong>mang đến một mùi hương nhẹ nhàng, dịu mát pha lẫn chút ngọt ngào nhưng vẫn tràn đầy sức sống. Hương cây tuyết tùng mạnh mẽ của vùng Sicili hòa quyện trong sức sống căng tràn của táo và sự quyến rũ ngây thơ của hoa ngân chuông gợi lên hình ảnh về một mùa hè rực rỡ ở miền nam nước Ý. Hương tre tươi mát ẩn mình giữa các làn hương nữ tính của hoa lài và hoa hồng trắng mỏng manh, kết hợp với hương gỗ đầy quyến rũ, hương hổ phách bí ẩn và điểm xuyết thêm với hương gỗ xạ hương.</p>
<p><img class=""img-thumbnail img-price"" style=""display: block; margin-left: auto; margin-right: auto;"" src=""/uploads/default%2F2017%2F07%2F15006318160.jpg"" alt=""""/></p>
<p>Mang theo phong cách cổ điển của <strong>Dolce&amp;Gabbana,</strong> thiết kế của <strong>Light Blue</strong> tạo ra một cảm giác tự tin nhưng cũng đầy nữ tính. Nắp chai màu xanh nhạt gợi nhớ đến bầu trời trong xanh của vùng địa trung hải cùng với thân chai đơn giản và mạnh mẽ đại diện cho những người phụ nữ hiện đại.</p>
<p><strong>Dolce &amp; Gabbana Light Blue</strong> của nữ trở nên nổi tiếng không phải chỉ vì nó mang đến mùi hương nhẹ nhàng mà còn vì nét cá tính đậm chất riêng biệt. Sự kết hợp hài hòa của các hương hoa cỏ, gỗ và cam chanh tạo ra một cảm giác quyến rũ khó cưỡng đầy say mê. Và đặc biệt nếu bạn đang muốn tìm kiếm sự tươi trẻ, đầy sức sống và muốn được nổi bật giữa đám đông thì chắc chắn <strong>Dolce &amp; Gabbana Light Blue </strong>sẽ mãi xứng đáng nằm trong bộ sưu tập nước hoa của bạn.</p> ",https://www.thegioinuochoa.com.vn/image/get?file=item_product%2Fthumb1500x500%2F202305%2F230503_194910_271162.png,Sản phẩm:Nước hoa|Nhãn hiệu:Dolce & Gabbana|Giới tính:Nữ|Xuất xứ:Ý|Phát hành:2001|Nồng độ:Eau De Toilette|Nhà pha chế:Olivier Cresp|Nhóm hương:Hương Hoa Cỏ Trái Cây|Nhóm hương:Floral Fruity|Phong cách:Mạnh Mẽ|Phong cách:Trẻ Trung|Phong cách:Hiện Đại,,,3423473020264,2100000,standard,100,,,
Nước hoa Kenzo Flower EDP,nuoc-hoa-kenzo-flower-edp,"Hương đầu: Quả lý chua đen, Hoa sơn trà, Hoa hồng Bulgary, Quả quýt hồng.<br/>
Hương giữa: Một dược, Hoa nhài, Hoa tím Parma, Hoa hồng.<br/>
Hương cuối: Hương Va ni, Xạ hương trắng, Nhang (Hương). 
<p><strong>Kenzo Flower</strong> là loại nước hoa dành cho những người phụ nữ thành thị hiện đại luôn hướng về thiên nhiên để tạo cảm hứng sống mới và sáng tạo cho riêng mình. Flower by Kenzo một đóa hoa giữa lòng thành phố. Mùi thơm này của <strong><strong>Kenzo</strong></strong> mang hương hoa nhẹ nhàng với dấu ấn của hoa violet, hoa cây táo gai và hoa hồng Bulgari cùng sự dịu ngọt, thơm nồng của vani và xạ hương. Hương thơm được lấy cảm hứng từ loại hoa quí hiếm, đó là hoa anh túc đỏ. </p>
<p><img class=""img-thumbnail img-price"" src=""/uploads/default%2F2017%2F07%2F15015539350.jpg"" alt=""""/></p>
<p><strong>Kenzo Flower</strong> có lớp hương đầu gợi cảm với hương thơm từ hoa cỏ của hương hoa hồng và hoa sơn trà, điểm thêm vài nốt hương trái cây từ quả quýt và quả lý chua đen. Hương giữa là sự kết hợp của mộc dược, hoa nhài, hoa tím và hoa hồng mang lại cảm giác mịn màng, quyến rũ. Hương cuối cùng kết thúc rất ấn tượng và thu hút với xạ hương, hương vani và nhang. <strong>Kenzo Flower EDP</strong> sẽ đem đến cho bạn sự sang trọng và quý phái khiến bất kỳ ai cũng phải ngưỡng mộ.</p>
<p style=""text-align: center;""><img class=""img-thumbnail img-price"" src=""/uploads/default%2F2017%2F07%2F15015542140.png"" alt=""""/></p>
<p><strong>Flower</strong> được chế tạo thành hình trụ cong, thon như cành hoa bằng thủy tinh trong suốt, trang điểm dọc thân chai là cành hoa anh túc đỏ phía trước làm nên sự tinh tế giản dị trên thiết kế. <strong>Kenzo Flower</strong> là dòng nước hoa hiện đại, phù hợp cho những người phụ nữ giản dị, mộc mạc. Hương thơm nữ tính của nó thích hợp cho những dịp đặc biệt.</p>
 ",https://www.thegioinuochoa.com.vn/image/get?file=gallery%2Furi%2F202305%2F230503_201701_526280.jpg|https://www.thegioinuochoa.com.vn/image/get?file=gallery%2Furi%2F202305%2F230503_201701_582291.jpg|https://www.thegioinuochoa.com.vn/image/get?file=gallery%2Furi%2F202305%2F230503_202334_120860.png,Sản phẩm:Nước hoa|Nhãn hiệu:Kenzo|Giới tính:Nữ|Xuất xứ:Pháp|Phát hành:2000|Nồng độ:Eau De Parfum|Nhà pha chế:Alberto Morillas|Nhóm hương:Hương Hoa Cỏ Phương Đông|Nhóm hương:Oriental Floral|Phong cách:Trang Trọng|Phong cách:Tao Nhã|Phong cách:Quyến Rũ,size,100ml Eau de parfum,3274872404182,2290000,standard,100,,,
,,,,,,50ml Eau de parfum,3274872404175,1690000,standard,100,,,
,,,,,,30ml Eau de parfum,3274872404113,1550000,standard,100,,,
Nước hoa Flora By Gucci EDT,nuoc-hoa-flora-by-gucci-edt,"Hương đầu: Chi cam chanh, Hoa mẫu đơn, Quả quýt hồng.<br/>
Hương giữa: Hoa mộc tê, Hoa hồng.<br/>
Hương cuối: Gỗ đàn hương, Cây hoắc hương, Hồng tiêu. 
<p>Hãng <strong>Gucci</strong> được thành lập bởi <strong>Guccio Gucci</strong> năm 1921. Hãng nước hoa <strong>Gucci</strong> hiện có 48 loại nước hoa. Các phiên bản nước hoa sớm nhất đã được tạo ra vào năm 1974 và mới nhất là từ năm 2014. Nước hoa <strong>Flora by Gucci</strong> được ra mắt vào năm 2009 với hương thơm nữ tính, độc đáo và cổ điển gắn liền với lịch sử phát triển của hãng <strong>Gucci</strong>, nhưng vẫn tỏa sáng và đầy tính hiện đại cho đến thời điểm này. Phiên bản này được pha chế bởi các nhà sáng tạo nước hoa hàng đầu của nhà Firmenich.</p>
<p style=""text-align: center;""><img class=""img-thumbnail"" src=""/uploads/galleries/2022/05/uri/1653903038.3737.jpg"" alt=""""/> </p>
<p>Chuỗi hương thơm<strong> Flora</strong> mở đầu với sự kết hợp độc đáo của hương cam chanh mát rượi hòa lẫn hương hoa mẫu đơn thoang thoảng, hương đào ngọt ngào nữ tính phảng phất trong gió. Tiếp đến là tầng hương giữa thơm ngát từ hoa hồng và hoa mộc tê. Gỗ đàn hương và hoắc hương ở lớp hương cuối góp phần tạo nên bản hợp ca ngân vang gợi cảm, tuy nhiên hương thơm khá nhẹ không làm phật lòng những ai không thích hai nốt hương này. </p>
<p style=""text-align: center;""><img class=""img-thumbnail"" src=""/uploads/galleries/2022/05/uri/1653902972.81.jpg"" alt=""""/></p>
<p>Lấy ý tưởng từ thiết kế của chai <strong>Gucci by Gucci</strong>, nước hoa <strong>Flora by Gucci</strong> được Giannini được thiết kế với mẫu chai thủy tinh sáu cạnh cân xứng đầy sang trọng và nước hoa bên trong mang sắc màu của rượu sâm-panh. Nước hoa <strong>Flora</strong> có sức lôi cuốn bất tận bắt nguồn từ hình tượng chiếc khăn choàng cổ của nàng công chúa Grace của xứ Monaco vào năm 1966 và nhanh chóng trở thành một biểu tượng của <strong>Gucci</strong>.</p>
 ",https://www.thegioinuochoa.com.vn/image/get?file=item_product%2Fthumb1500x500%2F202305%2F230503_194659_008936.png,Sản phẩm:Nước hoa|Nhãn hiệu:Gucci|Giới tính:Nữ|Xuất xứ:Ý|Phát hành:2009|Nồng độ:Eau De Toilette|Nhà pha chế:Firmenich|Nhóm hương:Hương Hoa Cỏ|Nhóm hương:Floral|Phong cách:Nữ Tính|Phong cách:Lôi Cuốn|Phong cách:Gợi Cảm,size,75ml Eau de toilette,8005610367149,3860000,standard,100,,,
,,,,,,50ml Eau de toilette,737052230825,2720000,standard,100,,,
,,,,,,75ml Eau de toilette (Tester),737052230979,2650000,standard,100,,,
,,,,,,30ml Eau de toilette,737052230795,2160000,standard,100,,,
Nước hoa Narciso Rodriguez For Her,nuoc-hoa-narciso-rodriguez-for-her,"Hương đầu: Hoa hồng, quả đào.<br/>
Hương giữa: Xạ hương, hổ phách.<br/>
Hương cuối: Gỗ đàn hương, cây hoắc hương, gỗ trầm hương. 
<p style=""text-align: justify;""><span style=""font-size: small;""><span style=""font-family: arial, helvetica, sans-serif;"">Trẻ trung và rất hiện đại, sản phẩm đầu tay của </span></span><span style=""font-family: arial, helvetica, sans-serif; font-size: small;"">Narciso Rodriguez - Người Mỹ gốc Cuba - khi tung ra thị trường đã trở thành Top hit ngay tại thị trường Mỹ. </span>Với Hương thơm quyến rũ, thích hợp cới sự tươi mới, năng động và hiện đại của phụ nữ ngày nay. Ưu điểm của sản phẩm là hương thơm lôi cuốn và đầy sự quyến rũ.</p>
<p><span style=""font-size: small;""><span style=""font-family: arial, helvetica, sans-serif;""><strong><img class=""img-thumbnail img-price"" style=""display: block; margin-left: auto; margin-right: auto;"" src=""/uploads/default%2F2017%2F04%2F14933611850.jpg"" alt=""""/></strong></span></span></p>
<p style=""text-align: justify;"">Thân chai được chế tạo bằng chất liệu thủy tinh dày màu hồng chắc chắn kết hợp cùng chiếc nắp hồng. Cả chai nước hoa hài hòa bằng màu hồng nhã nhặn, nữ tính. Cùng với tông mùi dịu dàng, dễ chịu bên trong, chai nước hoa thích hợp sử dụng đi làm hàng ngày, hay trong những buổi họp mặt cùng bạn bè.</p>
<p><img class=""img-thumbnail img-price"" style=""display: block; margin-left: auto; margin-right: auto;"" src=""/uploads/default%2F2017%2F04%2F14933614560.jpg"" alt=""""/></p>
<p style=""text-align: justify;"">Tông mùi này cũng thích hợp cho bạn đi hẹn hò với người yêu thương do ưu điểm của chai nước hoa này là tông mùi nhẹ dịu, không nồng, dễ chịu ở mức độ vừa phải, đủ vị ngọt ngào như những nụ hôn. Và hương thơm cứ thế, vô tình, bâng quơ thoang thoảng trên da bạn, len vào kí ức của chàng và để lại những dư vị về khoảnh khác yêu thương tuyệt vời nhất giữa hai bạn.</p> ",https://www.thegioinuochoa.com.vn/image/get?file=gallery%2Furi%2F202305%2F230503_202215_018783.jpg|https://www.thegioinuochoa.com.vn/image/get?file=gallery%2Furi%2F202305%2F230503_202215_165643.jpg,Sản phẩm:Nước hoa|Nhãn hiệu:Narciso Rodriguez|Giới tính:Nữ|Xuất xứ:Mỹ|Phát hành:2006|Nồng độ:Eau De Parfum|Nhà pha chế:Christine Nagel|Nhà pha chế:Francis Kurkdjian|Nhóm hương:Hương Gỗ Phương Đông|Nhóm hương:Oriental Woody|Phong cách:Trẻ Trung|Phong cách:Năng Động|Phong cách:Nữ Tính,size,100ml Eau de parfum,3423470890129,3650000,standard,100,,,
,,,,,,100ml Eau de parfum (Tester),3423478901285,2950000,standard,100,,,
,,,,,,50ml Eau de parfum,3423470890136,2760000,standard,100,,,
,,,,,,30ml Eau de parfum,3423478925656,1850000,standard,100,,,
,,,,,,1ml Eau de parfum (Vial),3423478741959,95000,standard,100,,,
Nước hoa Viva La Juicy,nuoc-hoa-viva-la-juicy,"Hương đầu: Quả quýt hồng, Trái cây mộng nước dại.<br/>
Hương giữa: Hoa kim ngân, Hoa sơn chi, Hoa nhài.<br/>
Hương cuối: Hổ phách, Đường thắng, Kẹo nhân hạt, Gỗ đàn hương, Hương Va ni. 
<p>Thương hiệu thời trang nổi tiếng <strong>Juicy Couture </strong>được thành lập bởi sự hợp tác của nhà thiết kế Gele Nesh-Taylor và Pamela Skaist-Levy. Hiện nay, thương hiệu <strong>Juicy Couture</strong> thuộc quyền sở hữu của tập đoàn <strong>Liz Claiborn</strong> và hãng <strong>Juicy Couture</strong> không ngừng mở rộng quy mô kinh doanh các sản phẩm nổi bật đó là nước hoa. <strong>Viva la Juicy</strong> được ra mắt vào năm 2008. Đây là một sản phẩm của thương hiệu<strong> Juicy Couture </strong>mang lại nét dễ thương, nữ tính cho người sử dụng.</p>
<p style=""text-align: center;""><img class=""img-thumbnail img-price"" src=""/uploads/default%2F2017%2F07%2F15013449182.jpg"" alt=""""/></p>
<p><strong>Viva la juicy</strong> có lớp hương đầu tiên là mùi của quả mọng dại kết hợp với hương cam bergamot chín mọng mang lại nét hương đầu đầy tươi mát và dễ chịu. Tiếp đến là tầng hương giữa với sự pha trộn ngọt ngào của hoa dành dành, mật ong và hoa lài. Cuối cùng để lại trên cơ thể người dùng là một hương thơm của thực phẩm ngon lành và ấm áp của hỗ phách, caramel, vani , gỗ đàn hương và kẹo nhân quả.</p>
<p style=""text-align: center;""> <img class=""img-thumbnail img-price"" src=""/uploads/default%2F2017%2F07%2F15013449500.jpg"" alt=""""/></p>
<p>Chai nước hoa được thiết kế sang trọng với dải ruy băng màu hồng, thân chai thủy tinh trong suốt, nắp chai có hình viên kim cương, đi kèm là miếng phù hiệu đặc trưng của<strong> Juicy Couture</strong>. Chai nước hoa tuy nhỏ nhưng đầy quyến rũ và gợi cảm một cách khó tả. Hãy tưởng tượng khi bạn đang dạo bước trên đường, chỉ với hương thơm quyến rũ trên cơ thể cũng đủ để khiến mọi người đều ngoái đầu dõi theo bạn.</p> ",https://www.thegioinuochoa.com.vn/image/get?file=gallery%2Furi%2F202305%2F230503_201640_628252.jpg|https://www.thegioinuochoa.com.vn/image/get?file=gallery%2Furi%2F202305%2F230503_201640_707985.jpg|https://www.thegioinuochoa.com.vn/image/get?file=gallery%2Furi%2F202305%2F230503_201640_744159.jpg|https://www.thegioinuochoa.com.vn/image/get?file=gallery%2Furi%2F202305%2F230503_201640_788679.jpg,Sản phẩm:Nước hoa|Nhãn hiệu:Juicy Couture|Giới tính:Nữ|Xuất xứ:Mỹ|Phát hành:2008|Nồng độ:Eau De Parfum|Nhóm hương:Hoa Cỏ Trái Cây Thực Phẩm|Nhóm hương:Floral Fruity Gourmand|Phong cách:Ngọt Ngào|Phong cách:Dễ Thương,,,98691047718,2190000,standard,100,,,
Nước hoa Ck One (Unisex),nuoc-hoa-ck-one-unisex,"Hương đầu: Quả dứa (quả thơm), Hương lục, Quả quýt hồng, Quả đu đủ, Cam Bergamot, Bạch đậu khấu, Quả chanh vàng.<br/>
Hương giữa: Nhục đậu khấu, Hoa tím, Rễ cây diên vĩ, Hoa nhài, Hoa linh lan thung lũng, Hoa hồng.<br/>
Hương cuối: Gỗ đàn hương, Hổ phách, Xạ hương, Gỗ tuyết tùng, Rêu sồi. 
<p>Tập đoàn <strong>Calvin Klein</strong> được thành lập vào cuối những năm 1960, là một trong những thương hiệu thời trang hàng đầu thế giới được rất nhiều người yêu thích với những thiết kế mang phong cách đơn giản, cổ điển. Cùng với danh tiếng đó, các dòng nước hoa của <strong>Calvin Klein</strong> cũng đã liên tục mang về nhiều giải thưởng danh giá. CK One của thương hiệu <strong>Calvin Klein</strong> là nước hoa tuộc dòng Cam Quýt - Thơm Ngát dành cho cả nam lẫn nữ. Nước hoa này được ra mắt vào năm 1994 và là một sáng tạo của hai nhà sáng chế nước hoa Alberto Morillas và Harry Fremont. <strong>CK One</strong> mang trong mình sự tươi mát và tinh khiết và đồng thời thể hiện được một cái nhìn mới của nước hoa.</p>
<p style=""text-align: left;""><img class=""img-thumbnail img-price"" src=""/uploads/default%2F2017%2F07%2F15003645660.jpg"" alt=""""/></p>
<p>Hương thơm ban đầu mang lại nhiều ý tưởng và cam hứng cho người dùng. Sau đó hương thơm nở rộ với hương hoa nhài tươi, mang lại cảm giác tươi mát. Hương trà xanh và hổ phách mang lại một chút ấm áp đầy tinh tế cho hỗn hợp nước hoa. Hương đu đủ và dứa hòa huyện cùng với một ít hoa oải hương tạo nên một lớp hương nền đầy sảng khoái và tràn đầy năng lượng. Tất cả tạo nên mùi hương đặc trưng khó quên của <strong>CK One.</strong></p>
<p><img class=""img-thumbnail img-price"" src=""/uploads/default%2F2017%2F07%2F15003645661.jpg"" alt=""""/></p>
<p>Chính bản thân của chai nước hoa cũng đã mang lại yếu tố tươi mát khi kết hợp thủy tinh mờ như băng với nắp chai bằng kim loại bạc sáng bóng. Bạn có thể sử dụng nước hoa <strong>CK One</strong> lên cả người một cách thật hào phóng vì hương thơm rất nhẹ nhàng và thư giãn, mang lại cảm giác thân mật. Hương thơm rất thích hợp cho việc sử dụng vào ban ngày cho dù bạn đang đi làm hoặc đang phiêu lưu vào những dịp cuối tuần.</p>
 ",https://www.thegioinuochoa.com.vn/image/get?file=gallery%2Furi%2F202305%2F230503_201611_279162.jpg|https://www.thegioinuochoa.com.vn/image/get?file=gallery%2Furi%2F202305%2F230503_201611_370640.jpg|https://www.thegioinuochoa.com.vn/image/get?file=gallery%2Furi%2F202305%2F230503_202331_190684.png,Sản phẩm:Nước hoa|Nhãn hiệu:Calvin Klein|Giới tính:Nữ|Xuất xứ:Mỹ|Phát hành:1994|Nồng độ:Eau De Toilette|Nhà pha chế:Ck One (Unisex)|Nhóm hương:Hương Cam Chanh Thơm Ngát|Nhóm hương:Citrus Aromatic|Phong cách:Cổ Điển|Phong cách:Tinh Tế|Phong cách:Tao Nhã,size,200ml Eau de toilette,88300107438,2630000,standard,100,,,
,,,,,,100ml Eau de toilette,88300107407,2040000,standard,100,,,
,,,,,,200ml Eau de toilette (Tester),88300197439,1775000,standard,100,,,
Nước hoa Burberry London (New) for women,nuoc-hoa-burberry-london-new-for-women,"Hương đầu: Hoa hồng, Hoa kim ngân, Quả quýt.<br/>
Hương giữa: Hoa nhài, Hoa mẫu đơn, Hoa Tiare, Quýt Clementine.<br/>
Hương cuối: Xạ hương, Cây hoắc hương, Gỗ đàn hương. 
<p><strong>Burberry</strong> là thương hiệu thời trang cao cấp của Anh được thành lập bởi Thomas Burberry vào năm 1856. Ngoài thời trang và phụ kiện, <strong>Burberry</strong> còn cung cấp dòng nước hoa dành cho nam và nữ với những mẫu chai được thiết kế hoa văn hình sọc vuông – biểu tượng của thương hiệu <strong>Burberry</strong>.<strong> Burberry London for women</strong> ra đời năm 2006 và được sáng tạo ra bởi Dominique Ropion và Jean-Marc Chaillan. Hãy mang theo mùi hương của mùa hè đến mọi nơi và mọi thời điểm trong năm, dòng nước hoa mới của <strong>Burberry</strong> là hiện thân của sự thanh lịch và hiện đại. Nó được ví như một bức tranh thu nhỏ của lối sống tự do, độc lập và thoải mái tại thành phố London.</p>
<p><img class=""img-thumbnail img-price"" src=""/uploads/default%2F2017%2F07%2F15000119140.jpg"" alt=""""/></p>
<p>Burberry London là mẫu nước hoa cổ điển mang hương hoa cỏ mang tông mùi hương đặc trưng của hoa nhài ở lớp hương giữa. Mở đầu với hương thơm ngọt ngào hoa hồng và hoa kim ngân kết hợp hài hòa với hương trái quýt. Tiếp đến là tầng hương giữa thơm ngát từương hoa nhài , hoa Tiare và hoa mẫu đơn hòa quyện cùng nhau. Và cuối cùng sẽ để lại mùi hương của xạ hương, hoắc hương và gỗ đàn hương.</p>
<p><img class=""img-thumbnail img-price"" src=""/uploads/default%2F2017%2F07%2F15000119141.jpg"" alt=""""/></p>
<p>Thiết kế chai hình chữ nhật đơn giản, được bọc trong lớp vải mang hoa văn ca-rô độc quyền của Burberry. Phần đáy để lộ một chút lớp thủy tinh trong suốt hình thành nên thân chai. Nắp chai hình khối làm từ vật liệu có màu bạc sáng bóng</p>
<p>Burberry London là dòng nước hoa cổ điển và tinh tế, kết hợp nhẹ nhàng với sự hiện đại. Mùi hương tạo sự ấm áp nhưng không quá gắt, chủ yếu là hương của loài hoa. Burberry London sẽ tạo một hương riêng biệt cho những cô nàng trẻ trung và sang trọng hay có những buổi dã ngoại hoạt động ngoài trời. Nếu mà bạn muốn một mùi hương vừa cổ điển vừa hiện đại thì đây là mùi hương bạn không thể bỏ qua khi đến thăm thành phố London</p>
 ",https://www.thegioinuochoa.com.vn/image/get?file=item_product%2Fthumb1500x500%2F202305%2F230503_194432_907981.png,Sản phẩm:Nước hoa|Nhãn hiệu:Burberry|Giới tính:Nữ|Xuất xứ:Anh Quốc|Phát hành:2006|Nồng độ:Eau De Parfum|Nhà pha chế:Dominique Ropion|Nhà pha chế:Jean-Marc Chaillan|Nhóm hương:Hương Hoa Cỏ|Nhóm hương:Floral|Phong cách:Tao Nhã|Phong cách:Gợi Cảm|Phong cách:Nữ Tính,size,100ml Eau de parfum,3614226905185,2990000,standard,100,,,
,,,,,,50ml Eau de parfum,3614226905192,1890000,standard,100,,,
